"peak","gene","score"
"chr12-10397212-10398014","KLRK1",0.161100024494245
"chr19-38046019-38046924","SIPA1L3",0.161096217070116
"chr8-24385984-24386678","ADAM28",0.161092884120959
"chr3-134794794-134795627","EPHB1",0.161056765702611
"chr22-46280739-46281627","TTC38",0.161018772588247
"chr1-157709185-157709852","FCRL1",0.161000725092433
"chr5-142880905-142881588","ARHGAP26",0.160915848721922
"chr7-101370533-101371448","COL26A1",0.160862863397846
"chr19-14510529-14511459","ADGRE5",0.160771790998703
"chr9-27598854-27599738","C9orf72",0.160757431797496
"chr1-154328236-154329140","RPS27",0.160671090415141
"chr2-95074337-95075251","MAL",0.160650998780213
"chr17-10036301-10037179","GAS7",0.160638962157839
"chr19-49500598-49501497","NOSIP",0.160634567933461
"chr9-73151405-73152300","ANXA1",0.160588332223464
"chr6-33343580-33344436","RPS18",0.160576986522188
"chr10-93363728-93364625","MYOF",0.160571404301223
"chr8-47627431-47628343","CEBPD",0.160543991863882
"chr9-20622120-20622924","MLLT3",0.160537246711113
"chr2-84841340-84842239","TRABD2A",0.160523169999288
"chr6-11323372-11324287","TMEM170B",0.160514815651496
"chr1-212634870-212635734","ATF3",0.160514485022132
"chr17-16971713-16972628","TNFRSF13B",0.160490654738495
"chr8-24330214-24331108","ADAM28",0.160460678295116
"chr7-108463365-108464254","NRCAM",0.160447646210143
"chr1-206922854-206923724","FCMR",0.160421771319536
"chr6-33018680-33019545","HLA-DQB1",0.160414933764626
"chr19-53823952-53824843","LILRB2",0.160376144814811
"chr7-22694351-22695275","STEAP1B",0.160251190309329
"chr19-49567813-49568678","RPL13A",0.16022621948826
"chr10-12074801-12075676","USP6NL",0.160123950245994
"chr6-32473001-32473641","HLA-DRB5",0.16011927485837
"chr19-7750996-7751869","FCER2",0.160079902535295
"chr16-72931436-72932461","ZFHX3",0.160027392948712
"chr2-166375533-166376422","SCN9A",0.159952557344308
"chr19-54906929-54907659","NCR1",0.159935356757965
"chr3-111609960-111610866","CD96",0.159930643615068
"chr10-19826563-19827389","PLXDC2",0.159912243151185
"chr3-11273761-11274598","ATG7",0.159885652321753
"chr11-76630200-76630817","ACER3",0.159785149346466
"chr12-46214791-46215650","SLC38A1",0.159746173810281
"chr20-5647679-5648581","GPCPD1",0.159667843822509
"chr19-703567-704496","CFD",0.159644624084321
"chr2-60446435-60447308","BCL11A",0.159595131946137
"chr7-47969832-47970713","TNS3",0.159588364735111
"chr20-23655588-23656462","CST3",0.159584506771591
"chr21-29099661-29100527","BACH1",0.159570818903144
"chr10-79331473-79332346","ZMIZ1",0.159555495951675
"chr8-80099538-80100177","TPD52",0.159553650787534
"chr4-105144904-105145691","TET2",0.159478230149132
"chr6-90080686-90081560","BACH2",0.159471818823295
"chr19-49339978-49340890","CD37",0.159356573539504
"chr8-102123709-102124467","NCALD",0.159325673130251
"chr4-75099103-75099978","PARM1",0.159311764777332
"chr11-86486358-86487254","PRSS23",0.159263901266009
"chr1-167516338-167517079","CD247",0.159246398791093
"chr9-134936487-134937389","FCN1",0.159190116440761
"chr2-136117740-136118551","CXCR4",0.159161836711912
"chr12-55929115-55930002","RPL41",0.159140754204033
"chr15-57527179-57528090","LINC00926",0.159133046072215
"chr14-97977825-97978629","LINC01550",0.159126438378478
"chr8-47600463-47601343","SPIDR",0.159107477685508
"chr1-91885717-91886547","TGFBR3",0.159104998648342
"chr11-72743575-72744504","FCHSD2",0.159090365453257
"chr2-172462865-172463745","ITGA6",0.159063531263537
"chr19-54572416-54573211","OSCAR",0.159029567011646
"chr2-69985467-69986372","MXD1",0.159015797269132
"chr1-157704647-157705541","FCRL1",0.158986328010978
"chr7-87474322-87475222","ABCB4",0.158966010546794
"chr9-36995682-36996611","PAX5",0.158926157102433
"chr19-54047349-54048256","OSCAR",0.158918917688126
"chr1-161705225-161706113","FCRLA",0.158892091013412
"chr6-142944260-142944937","HIVEP2",0.1588638703641
"chr10-6529972-6530851","PRKCQ",0.158852646817243
"chr12-49233556-49234170","TUBA1A",0.158836339359805
"chr22-50541477-50541988","SCO2",0.158813226906115
"chr19-8208952-8209844","RPS28",0.158789110356241
"chr22-37149599-37150514","IL2RB",0.158784948118396
"chr3-73448526-73449420","PDZRN3",0.15877777791865
"chr17-10013180-10014054","GAS7",0.158776830051583
"chr18-63199577-63200510","BCL2",0.158712232517004
"chr22-17795599-17796485","MICAL3",0.158696019347042
"chr11-86800016-86800913","PRSS23",0.158695362538514
"chr17-36072252-36073167","CCL5",0.158683189784501
"chr2-165149136-165150031","COBLL1",0.158636005067191
"chr3-50573471-50574296","CISH",0.158622886469673
"chr11-61912283-61913173","FTH1",0.15861848643711
"chr21-41229544-41230398","BACE2",0.15856705800627
"chr17-35537323-35538171","SLFN12L",0.158541588908398
"chr11-61041944-61042863","CD5",0.158456716362899
"chr1-27862919-27863840","THEMIS2",0.158324919501418
"chr11-118051242-118052155","CD3D",0.15831293099075
"chr12-10397212-10398014","KLRD1",0.158270246411871
"chr4-48138739-48139600","TXK",0.158264978468336
"chr11-128341126-128341975","ETS1",0.158258608680297
"chr20-32040032-32040927","HCK",0.158212180984428
"chr12-10303839-10304712","KLRF1",0.158167212308744
"chr2-84693893-84694797","TRABD2A",0.158152711057165
"chr5-157233357-157234192","ITK",0.158135359986323
"chr9-37372032-37372665","PAX5",0.158109304440646
"chr6-36853087-36853967","FGD2",0.158052787703924
"chr9-123607890-123608755","STRBP",0.157940781804329
"chr20-52972939-52973783","TSHZ2",0.157906995678747
"chr19-53829732-53830632","LILRB3",0.157903094328619
"chr22-35352329-35353217","TOM1",0.157852340772933
"chr5-83376884-83377767","VCAN",0.157840339965127
"chr14-95327648-95328465","TCL1A",0.157771256042556
"chr22-18024124-18024971","MICAL3",0.157760651980395
"chr2-152499626-152500512","FMNL2",0.157749301536661
"chr4-15659581-15660464","FBXL5",0.157743557350702
"chr12-44863627-44864518","NELL2",0.157699429561714
"chr17-66246064-66246971","PRKCA",0.157690698969808
"chr2-197869399-197870309","PLCL1",0.157671931288897
"chr10-48802311-48803217","WDFY4",0.1576467224601
"chr7-80721549-80722349","CD36",0.157638247626477
"chr6-14108707-14109609","CD83",0.157629834721176
"chr12-32483321-32484165","FGD4",0.157619709637893
"chr11-118316400-118317287","CD3E",0.157578977805978
"chr6-32668046-32668961","HLA-DQA1",0.157500235222914
"chr11-61963062-61963956","FTH1",0.157465978562786
"chr5-157159070-157159893","ITK",0.15746539771647
"chr2-218332959-218333773","SLC11A1",0.157460634877991
"chr14-95664254-95665128","TCL1A",0.157429543350145
"chr12-116551729-116552626","MED13L",0.157394881136802
"chr1-182149107-182150018","GLUL",0.157389198034827
"chr1-162411715-162412598","SH2D1B",0.157363084728856
"chr1-100439883-100440762","CDC14A",0.157338540533234
"chr12-89768897-89769799","ATP2B1",0.157325334191555
"chr10-97376165-97377049","RRP12",0.157256759283436
"chr12-26156047-26156903","SSPN",0.157177709361846
"chr1-157819698-157820590","FCRL1",0.157168669382488
"chr8-124761613-124762514","MTSS1",0.15713543855625
"chr3-122233149-122233962","CD86",0.157104704926062
"chr10-69045305-69046177","SRGN",0.157098446925727
"chr9-123234682-123235429","STRBP",0.157089601260702
"chr9-36765675-36766580","PAX5",0.157031616805047
"chr12-9009834-9010731","KLRG1",0.156971341223426
"chr14-61403130-61404041","PRKCH",0.156957731778567
"chr6-150691266-150692120","PLEKHG1",0.156954983769644
"chr4-40672551-40673484","RBM47",0.156932258260677
"chr17-67452536-67453450","PITPNC1",0.156805924299291
"chr11-118338370-118339256","CD3D",0.156765288345897
"chr1-157773588-157774497","FCRL2",0.156759618804867
"chr14-52267302-52268105","PTGDR",0.15675278057462
"chr19-8484066-8484983","PRAM1",0.156716178208704
"chr15-91921193-91922100","SLCO3A1",0.156653898322643
"chr7-47474931-47475814","TNS3",0.156651914074218
"chr20-40497959-40498830","MAFB",0.156514605167422
"chr3-46110637-46111577","CCR1",0.156475790228659
"chr1-27862919-27863840","PTAFR",0.156456563171969
"chr2-26008681-26009559","RAB10",0.156451313035408
"chr12-24414192-24415106","SOX5",0.156444435182186
"chr7-150668176-150669104","GIMAP7",0.156348609934561
"chr22-40289764-40290699","GRAP2",0.156336294965228
"chr1-61742080-61742960","PATJ",0.15622125840072
"chr20-57679946-57680749","PMEPA1",0.156209785944303
"chr19-47388798-47389722","NAPA",0.156188501038723
"chr10-72248398-72249178","SPOCK2",0.156134756570951
"chr1-25774648-25775534","MAN1C1",0.156048261566166
"chr5-134079579-134080423","TCF7",0.156031196657572
"chr22-39900593-39901491","GRAP2",0.155965075562792
"chr12-89162468-89163384","DUSP6",0.155946785745499
"chr2-218360151-218361066","SLC11A1",0.155945126920408
"chr14-75282716-75283583","FOS",0.155932781406238
"chr9-78103720-78104642","GNAQ",0.15592405761281
"chr10-48576889-48577796","WDFY4",0.155853174435988
"chr5-172798234-172799100","DUSP1",0.15584389573928
"chr1-246961718-246962611","NLRP3",0.15583281522822
"chr14-24611988-24612859","GZMH",0.155823774250355
"chr4-142700407-142701206","INPP4B",0.155823033113163
"chr4-74932740-74933550","PARM1",0.15577225141969
"chr18-32760126-32760988","KLHL14",0.155698557633462
"chr5-150412442-150413364","CD74",0.155687118433765
"chr14-100557485-100558376","WARS",0.155661899566474
"chr1-178925693-178926540","RALGPS2",0.15564020553006
"chr15-52100514-52101344","DMXL2",0.155596832007762
"chr6-32636874-32637784","HLA-DOB",0.155592458798132
"chr2-191206347-191207283","STAT4",0.155592068370463
"chr2-144701042-144701817","ZEB2",0.155550192313429
"chr17-3910993-3911905","P2RX5",0.155538002838679
"chr12-10068514-10069320","CLEC7A",0.155530396371835
"chr4-108045354-108046193","LEF1",0.155528177275664
"chr11-61972607-61973320","FTH1",0.155522563701223
"chr7-79451893-79452804","MAGI2-AS3",0.155445168711651
"chr10-71637771-71638679","CDH23",0.155435667970698
"chr4-153651348-153652191","TLR2",0.155327828766592
"chr12-10186114-10186944","CLEC12A",0.155317523124615
"chr11-61814890-61815772","FTH1",0.155307497363165
"chr5-35779979-35780854","IL7R",0.155285776859871
"chr9-37198419-37199335","PAX5",0.155277528608092
"chr17-27532248-27533029","WSB1",0.155241994547741
"chr6-107822834-107823477","SCML4",0.155148709469921
"chr5-126987845-126988703","MARCH3",0.155080477854435
"chr11-118316400-118317287","CD3D",0.155050901897279
"chr7-77238408-77239304","FGL2",0.155033200815756
"chr16-57802046-57802953","ADGRG1",0.155016546037028
"chr19-3065398-3066295","GNG7",0.15498285868374
"chr11-60985918-60986814","CD5",0.154968272833098
"chr9-78237914-78238799","CEP78",0.154904986007861
"chr3-172129818-172130450","FNDC3B",0.154900539838613
"chr6-37155202-37156080","CPNE5",0.154834088293657
"chr1-178575449-178576349","ANGPTL1",0.15482719285742
"chr12-10305376-10306318","KLRF1",0.154826816955231
"chr10-112663141-112664121","TCF7L2",0.15482553158579
"chr8-124751409-124752360","MTSS1",0.154792422872948
"chr11-118398565-118399450","CD3D",0.154709183611366
"chr9-37370857-37371704","ZCCHC7",0.154674492408501
"chr2-234290381-234291255","ARL4C",0.154673815953491
"chr12-10558958-10559849","KLRK1",0.154641163459214
"chr6-33073244-33074127","HLA-DRB1",0.154613855289049
"chr19-2677748-2678668","GNG7",0.154612713951619
"chr10-69051071-69051901","SRGN",0.154501369939002
"chr5-111232414-111233261","CAMK4",0.154412089197922
"chr21-29163088-29163893","BACH1",0.154325931826966
"chr1-100445335-100446224","CDC14A",0.154272250034399
"chr20-19736817-19737723","RIN2",0.154263409898989
"chr8-47734820-47735666","CEBPD",0.154256482269979
"chr18-5515096-5516016","EPB41L3",0.154200758191294
"chr10-6606876-6607784","PRKCQ-AS1",0.154129443446671
"chr13-66794131-66795026","PCDH9",0.154092361887401
"chr12-110913199-110914116","HVCN1",0.154021333061138
"chr6-11731851-11732775","TMEM170B",0.15400739846504
"chr9-107488085-107488819","KLF4",0.154002611897523
"chr20-40583212-40584105","MAFB",0.154001830071997
"chr8-30099623-30100532","LEPROTL1",0.153992915425017
"chr10-33150635-33151543","ITGB1",0.153973967954325
"chr1-247358680-247359497","NLRP3",0.153943708481772
"chr1-157575469-157576319","FCRL1",0.153924517556199
"chr6-14093882-14094725","CD83",0.153897064636348
"chr19-41875134-41876045","RPS19",0.153895871134529
"chr19-54373490-54374378","LILRB2",0.153883168851024
"chr18-9851238-9852136","RAB31",0.153869069232921
"chr6-32945189-32945993","HLA-DQA1",0.153814591457477
"chr19-8567478-8568311","MYO1F",0.153780856317086
"chr19-54209457-54210244","OSCAR",0.153747123100823
"chr14-52175723-52176607","PTGDR",0.153729873350357
"chr16-10752826-10753744","CIITA",0.153725572055247
"chr17-67421672-67422532","PITPNC1",0.153679741507282
"chr19-53829732-53830632","OSCAR",0.153670377558819
"chr18-5466022-5466923","EPB41L3",0.153606761538342
"chr5-157481118-157481976","ADAM19",0.153546801156807
"chr19-38006129-38007014","SIPA1L3",0.153542828081234
"chr6-32815671-32816454","HLA-DRB1",0.153492251687355
"chr6-32815671-32816454","HLA-DRA",0.153487994875589
"chr19-54019941-54020790","OSCAR",0.153471208229081
"chr8-89974333-89975200","RIPK2",0.153434097885568
"chr15-90190733-90191406","SEMA4B",0.153352383221877
"chr18-44678812-44679639","SETBP1",0.15335217139512
"chr14-103108606-103109448","TNFAIP2",0.153342741354924
"chr6-32473001-32473641","HLA-DQA1",0.153282668821122
"chr1-27631299-27632152","FGR",0.153275254415796
"chr5-157252804-157253701","CYFIP2",0.153256168069987
"chr6-150684471-150685359","PLEKHG1",0.153250371131465
"chr9-87479514-87480402","DAPK1",0.153227256179583
"chr19-14402046-14402953","ADGRE5",0.153216148063216
"chr2-229270834-229271701","PID1",0.153193867081812
"chr8-24033031-24033882","ADAM28",0.153184414826045
"chr10-71753321-71754188","PSAP",0.153169871072144
"chr2-54787610-54788548","EML6",0.153141277709786
"chr9-123233807-123234556","STRBP",0.153127766257967
"chr19-54207817-54208730","LILRB1",0.153118733968995
"chr8-24260387-24261223","ADAM28",0.153081697910176
"chr17-3558413-3559240","P2RX5",0.153050294925482
"chr4-105060422-105061221","TET2",0.152964356540777
"chr6-33073244-33074127","HLA-DPB1",0.152953716345144
"chr22-25419220-25420070","GRK3",0.152939907261416
"chr11-118304274-118305196","CD3G",0.152912863291651
"chr5-132294982-132295796","IRF1",0.152904298336143
"chr2-164951716-164952531","SLC38A11",0.152903729835864
"chr6-107716467-107717366","SCML4",0.15283437470693
"chr11-118338370-118339256","CD3G",0.152775450905458
"chr22-35601975-35602850","TOM1",0.152707044928616
"chr5-159155871-159156325","EBF1",0.152695754100965
"chr7-87475579-87476369","ABCB4",0.152675814472256
"chr7-151923040-151923859","PRKAG2",0.152646209363964
"chr12-10303839-10304712","KLRK1",0.152623158978304
"chr1-206464340-206465255","SRGAP2",0.152612343936561
"chr4-108070507-108071345","LEF1",0.152527845978751
"chr20-19974836-19975710","RIN2",0.152506326896916
"chr5-80135955-80136809","SERINC5",0.152506302166804
"chr7-150974249-150975148","GIMAP7",0.152452008052695
"chr10-6591822-6592660","PRKCQ",0.152426700084425
"chr21-29089828-29090681","BACH1",0.152395207607532
"chr18-32884308-32885198","KLHL14",0.152385696824721
"chr17-40598709-40599590","CCR7",0.152256076991782
"chr10-124290961-124291874","CHST15",0.152236483978803
"chr4-970067-970971","SPON2",0.152187418322403
"chr2-203933768-203934647","ICOS",0.152127939011694
"chr17-63925352-63926219","CD79B",0.152100947634305
"chr14-65412255-65413154","FUT8",0.152099420901337
"chr18-73073419-73074296","NETO1",0.152036412014113
"chr5-135456004-135456911","H2AFY",0.152010960253159
"chr1-109822152-109822991","SORT1",0.151997495830141
"chr11-118338370-118339256","CD3E",0.15199746335336
"chr5-146751535-146752432","PPP2R2B",0.151989208495
"chr6-32604395-32604778","HLA-DRA",0.151984577260749
"chr12-21657393-21658255","LDHB",0.151980131489202
"chr15-38651192-38652053","RASGRP1",0.151896638057492
"chr11-60912000-60912890","CD6",0.151877547516725
"chr17-63922263-63923077","CD79B",0.151861108955118
"chr6-32815671-32816454","HLA-DOB",0.151838924378504
"chr11-60185009-60185884","MS4A6A",0.151783519641104
"chr6-47360215-47360994","TNFRSF21",0.15177607102083
"chr11-118051242-118052155","CD3E",0.151721081950635
"chr8-102106430-102107245","NCALD",0.151676741779679
"chr9-134458995-134459867","FCN1",0.151667788227345
"chr17-36103128-36104016","CCL5",0.15164768656848
"chr1-24506583-24507324","RCAN3",0.151631479967975
"chr10-95755113-95755966","ENTPD1",0.151609695214499
"chr12-31636286-31637200","DENND5B",0.15160618028917
"chr3-146544185-146545076","PLSCR1",0.151596390919464
"chr1-150552049-150552940","MCL1",0.151579036426623
"chr2-98448145-98449041","MGAT4A",0.151572542312735
"chr19-54694414-54695306","NCR1",0.151562148631431
"chr10-125158731-125159674","CTBP2",0.151549943418291
"chr12-10312186-10313067","KLRD1",0.151539911922353
"chr6-33057086-33057991","HLA-DRB1",0.151507904562983
"chr1-235971454-235972344","LYST",0.151487809762053
"chr1-206672807-206673682","SRGAP2",0.151470391426678
"chr5-80153508-80154221","SERINC5",0.15145911694045
"chr19-543546-544460","GZMM",0.151438454113916
"chr10-113180416-113181233","TCF7L2",0.151435938430268
"chr10-6583134-6584046","PRKCQ-AS1",0.15143554663865
"chr4-129342574-129343456","SCLT1",0.151335578752152
"chr1-157595080-157595987","FCRL1",0.1513332569019
"chr10-71867971-71868875","PSAP",0.151287456916558
"chr12-89756446-89757328","ATP2B1",0.15125231562872
"chr2-20224990-20225819","SDC1",0.151208625693203
"chr8-126558062-126558879","PCAT1",0.151169057405948
"chr2-86805803-86806630","CD8A",0.151127264620156
"chr2-60554995-60555776","BCL11A",0.151094612927944
"chr10-44967847-44968716","ALOX5",0.151090020820094
"chr4-15771129-15771994","FGFBP2",0.151088191130509
"chr17-3913735-3914537","P2RX5",0.151026249518233
"chr4-15689553-15690358","FBXL5",0.150970636815768
"chr22-35328195-35329101","TOM1",0.150968668782935
"chr16-10891390-10892275","CIITA",0.15087281858476
"chr2-98771538-98772416","MGAT4A",0.150860619414104
"chr11-65565768-65566659","CTSW",0.150818972020757
"chr14-70882769-70883683","SIPA1L1",0.150800798931108
"chr5-146878331-146879111","PPP2R2B",0.150798791519229
"chr17-36188683-36189548","CCL5",0.150798288581332
"chr11-9568670-9569513","SWAP70",0.150792114668866
"chr1-36299744-36300580","CSF3R",0.150784660064274
"chr18-2846575-2847454","EMILIN2",0.150703523540274
"chr11-76629326-76630078","ACER3",0.15065067532848
"chr8-89728826-89729727","RIPK2",0.150501509526149
"chr5-177306771-177307656","HK3",0.150494673543862
"chr10-17216071-17216926","VIM",0.15048736855721
"chr8-47600463-47601343","CEBPD",0.150485997574234
"chr9-82127775-82128650","TLE1",0.150453956880846
"chr19-2698620-2699445","GNG7",0.150453245668239
"chr12-128854051-128854772","GLT1D1",0.150435813266754
"chr17-74531901-74532772","CD300E",0.150397110913579
"chr12-54984478-54985300","TESPA1",0.150333970663008
"chr9-120783456-120784356","MEGF9",0.15032720854409
"chr1-150162829-150163697","ADAMTSL4-AS1",0.150266219482328
"chr10-33114171-33115067","ITGB1",0.150261472267614
"chr12-126771978-126772893","LINC00944",0.150151168896982
"chr12-10197605-10198487","KLRD1",0.150126133939595
"chr6-32604395-32604778","HLA-DQA1",0.150102858336085
"chr1-192580337-192581106","RGS1",0.150070313975886
"chr15-28919131-28919943","APBA2",0.150045270805661
"chr2-191148499-191149383","STAT4",0.150044304570384
"chr19-49567813-49568678","NOSIP",0.15002171023661
"chr12-68159370-68160280","IFNG",0.149975720617565
"chr16-29339014-29339924","CD19",0.149933486474347
"chr1-157575469-157576319","FCRL5",0.14990356388109
"chr14-100373432-100374276","WARS",0.149903105142215
"chr5-172412533-172413413","DUSP1",0.149795502407222
"chr22-50308391-50309129","TYMP",0.149776710541558
"chr1-32249674-32250599","LCK",0.149774457944829
"chr4-25862516-25863386","SEL1L3",0.149773010233738
"chr2-237662392-237663297","LRRFIP1",0.149763448558175
"chr12-10671953-10672886","KLRK1",0.149648865328425
"chr4-101084282-101085193","BANK1",0.149589646535173
"chr4-16898393-16899190","LDB2",0.14958538048587
"chr4-184848258-184849154","ACSL1",0.149569009184616
"chr18-69935126-69936029","CD226",0.149547236503284
"chr6-163404628-163405431","QKI",0.14953791870146
"chr20-40339753-40340641","MAFB",0.149456965311689
"chr6-87718751-87719638","AKIRIN2",0.149433630072481
"chr15-38685732-38686643","RASGRP1",0.1494009986577
"chr20-32205115-32205956","HCK",0.149362365680282
"chr17-78442410-78443321","TIMP2",0.149318414546728
"chr11-47387775-47388699","SPI1",0.149318067717244
"chr14-103418166-103418970","TNFAIP2",0.149315129653653
"chr11-65546202-65547094","FAU",0.149203064480235
"chr1-212671055-212671938","ATF3",0.149187784026515
"chr22-40116511-40117397","GRAP2",0.149144834055831
"chr2-164754116-164755037","COBLL1",0.149135501500118
"chr10-93554619-93555547","MYOF",0.149121723289256
"chr2-203706138-203707029","CD28",0.149115408385086
"chr22-50304201-50304954","SCO2",0.149101895215763
"chr10-127880375-127881251","PTPRE",0.149056816906198
"chr19-54873732-54874603","FCAR",0.149039242967325
"chr13-99314507-99315385","DOCK9",0.149029471542865
"chr2-106095549-106096406","NCK2",0.148969496417661
"chr1-77281692-77282516","AK5",0.148950081326792
"chr16-10868313-10869231","CIITA",0.148945847773899
"chr20-57702814-57703684","PMEPA1",0.148919290092139
"chr12-10285705-10286575","KLRF1",0.148903687617275
"chr19-54316623-54317542","OSCAR",0.148760191790423
"chr20-40506311-40507228","MAFB",0.148742019223953
"chr6-32636874-32637784","HLA-DMB",0.148704765133676
"chr11-130123824-130124724","APLP2",0.148668406133804
"chr14-95697551-95698419","TCL1A",0.148634793027454
"chr1-150613224-150614144","ADAMTSL4-AS1",0.148628501832837
"chr5-88889120-88890014","MEF2C",0.148580936276656
"chr2-218047460-218048331","SLC11A1",0.14856770970734
"chr19-54100414-54101291","OSCAR",0.148542160440577
"chr4-141328819-141329692","IL15",0.148541392777629
"chr1-226739057-226739935","ITPKB",0.148526724879037
"chr3-125632751-125633663","OSBPL11",0.148439689069972
"chr4-107824505-107825371","SGMS2",0.148437201162576
"chr7-90737028-90737930","CDK14",0.148433650414933
"chr19-2968933-2969784","GNG7",0.148267990354917
"chr8-125950861-125951752","LINC00861",0.148107701285021
"chr21-41366392-41367264","MX2",0.148071963199031
"chr1-158176158-158176912","FCRL1",0.14802938654829
"chr17-67398463-67399382","PITPNC1",0.148009691375859
"chr5-157222268-157223200","ITK",0.147938868287668
"chr6-7916707-7917600","TXNDC5",0.147859239615489
"chr20-1946458-1947282","SIRPB2",0.147848184162566
"chr4-108355329-108356213","LEF1-AS1",0.147746237735393
"chr19-54373490-54374378","LILRB3",0.147741339204843
"chr6-11525549-11526468","TMEM170B",0.147720848992602
"chr2-136131857-136132592","CXCR4",0.147710972238765
"chr4-142696360-142697143","INPP4B",0.147701599890428
"chr9-68640212-68641126","PIP5K1B",0.147669396565121
"chr6-36752850-36753688","FGD2",0.14766755521573
"chr19-45075052-45075940","FOSB",0.147613072120286
"chr5-157571055-157571981","ADAM19",0.147564441733535
"chr6-72621766-72622630","KCNQ5",0.147537270051885
"chr6-163354897-163355716","QKI",0.147503108159426
"chr12-44835495-44836307","NELL2",0.147432804523256
"chr5-149680459-149681338","CSF1R",0.147327939475989
"chr9-27701430-27702260","C9orf72",0.147319456229483
"chr1-58883137-58884023","JUN",0.147302581216149
"chr16-57889379-57890122","ADGRG1",0.147290675818801
"chr8-89836768-89837687","RIPK2",0.147183146714437
"chr10-61999944-62000853","ARID5B",0.147175562097443
"chr11-118699413-118700051","CD3E",0.147166105528633
"chr19-14776447-14777343","ADGRE2",0.147147510421674
"chr4-48133750-48134671","TXK",0.147044435888486
"chr19-54903794-54904742","NCR1",0.146962814468854
"chr8-58790594-58791495","TOX",0.146889529201866
"chr16-89723481-89724295","RPL13",0.146786828384147
"chr4-1201341-1201715","SPON2",0.146785033565024
"chr15-38670357-38671205","RASGRP1",0.146750700976567
"chr19-38033815-38034459","SIPA1L3",0.146698278150381
"chr19-10522917-10523835","S1PR5",0.146696004776799
"chr20-20254854-20255741","RIN2",0.146695781412795
"chr12-69008396-69009210","LYZ",0.146688458397007
"chr7-150489516-150490401","TMEM176B",0.146638565488557
"chr7-87498694-87499544","ABCB4",0.146625260864419
"chr6-32689991-32690727","HLA-DRA",0.146560423830037
"chr4-108072008-108072930","LEF1-AS1",0.146530078674857
"chr1-116769400-116770300","CD2",0.146515993254692
"chr16-31253393-31254295","ITGAX",0.146495131334829
"chr18-44680283-44681069","SETBP1",0.146488121342202
"chr11-118304274-118305196","CD3D",0.146405888734086
"chr13-73765657-73766429","KLF12",0.146375160168288
"chr6-150167606-150168520","PLEKHG1",0.146287571072184
"chr1-206516039-206516906","SRGAP2",0.146286089231245
"chr20-51400105-51401013","NFATC2",0.14625360599642
"chr19-18397239-18398125","IFI30",0.146249496268213
"chr19-54900862-54901771","TMEM150B",0.146242349347952
"chr4-139674989-139675836","MAML3",0.14624013722873
"chr1-24486084-24486971","RCAN3",0.146239528841713
"chr1-150322354-150323003","MCL1",0.146232332062748
"chr10-93515552-93516400","MYOF",0.146161256202498
"chr20-51127913-51128758","KCNG1",0.146112239422321
"chr4-101355176-101355803","BANK1",0.146102802513798
"chr13-31846261-31847123","FRY",0.146088958639731
"chr7-106346391-106347248","NAMPT",0.14607186264175
"chr6-33029148-33030010","HLA-DMB",0.146031724069219
"chr3-160801421-160802324","PPM1L",0.146030811907303
"chr18-32803237-32804137","KLHL14",0.146013282590485
"chr1-61782446-61783328","PATJ",0.146004669670877
"chr3-72086324-72087237","LINC00877",0.145988109356292
"chr9-109974111-109975016","PALM2-AKAP2",0.145972336647139
"chr22-33523117-33523927","LARGE1",0.145909742520113
"chr11-96105212-96106128","MAML2",0.145905538563438
"chr22-41478376-41479200","TNFRSF13C",0.14588436944315
"chr19-49468764-49469631","RPL13A",0.145868215950411
"chr6-32689991-32690727","HLA-DRB1",0.145827727672953
"chr10-11677870-11678701","USP6NL",0.145796607192319
"chr19-2627112-2628041","GNG7",0.145761337931108
"chr17-2083406-2084301","SLC43A2",0.145761168486697
"chr11-111417007-111417754","POU2AF1",0.145760092423973
"chr17-39755775-39756610","IKZF3",0.145744175401165
"chr9-91798276-91799225","ROR2",0.145662615803249
"chr4-40561976-40562796","RBM47",0.145638267813574
"chr6-163356223-163357039","QKI",0.145612931036757
"chr12-121276711-121277714","P2RX7",0.145598817019169
"chr5-181050698-181051562","BTNL9",0.145586281430216
"chr6-35731397-35732276","RPL10A",0.145576073719139
"chr8-124789856-124790685","MTSS1",0.145570394350536
"chr12-69007098-69007889","LYZ",0.145550014837031
"chr2-172495923-172496828","PDK1",0.145507606461462
"chr11-73189077-73189967","FCHSD2",0.145447822655951
"chr10-45375833-45376699","ALOX5",0.145358570601122
"chr4-101855831-101856727","BANK1",0.145358075067539
"chr6-37029078-37029982","FGD2",0.145288658911455
"chr14-105926104-105926933","FAM30A",0.145276870676012
"chr3-122074479-122075378","CD86",0.145236405229754
"chr22-33271132-33272037","SYN3",0.145215224110724
"chr3-16377053-16377917","OXNAD1",0.145157130980284
"chr5-89396578-89397412","MEF2C",0.145152878745135
"chr8-80158083-80158936","TPD52",0.145065880387304
"chr18-55423280-55424114","TCF4",0.145061132355661
"chr3-11288770-11289685","ATG7",0.145059202037086
"chr4-108113026-108113933","LEF1-AS1",0.145038131804907
"chr4-108036001-108036912","LEF1-AS1",0.145036131031364
"chr9-621081-622025","DOCK8",0.145018623933273
"chr1-178542266-178543195","RALGPS2",0.145008943248549
"chr17-63931963-63932809","CD79B",0.144970278114914
"chr19-50344528-50345430","SPIB",0.144938058018554
"chr9-134365946-134366838","RXRA",0.144875638973492
